Wall time,Step,Value
1723053404.8962877,1,5.720311164855957
1723053416.9146886,2,5.720311164855957
1723053429.1477606,3,5.720311641693115
1723053441.3365242,4,5.720311641693115
1723053453.6760566,5,5.720311641693115
1723053466.045856,6,5.720311641693115
1723053478.4898791,7,5.720311641693115
1723053490.8968582,8,5.720311641693115
1723053516.041377,10,5.720311641693115
1723053528.8508542,11,5.720311641693115
1723053541.5164034,12,5.720311641693115
1723053566.7139387,14,5.720311641693115
1723053579.1974134,15,5.720311641693115
1723053592.0280588,16,5.720311641693115
1723053604.7638597,17,5.720311641693115
1723053617.7015688,18,5.720311641693115
1723053630.3079958,19,5.720311641693115
1723053643.031993,20,5.720311641693115
1723053655.8321202,21,5.720311641693115
1723053668.6896534,22,5.720311641693115
1723053681.3569307,23,5.720311641693115
1723053693.9494352,24,5.720311641693115
1723053719.3104525,26,5.720311641693115
1723053732.01363,27,5.720311641693115
1723053744.6883736,28,5.720311641693115
1723053757.521731,29,5.720311641693115
1723053770.274536,30,5.720311641693115
1723053782.932981,31,5.720311641693115
1723053795.4474316,32,5.720311641693115
1723053808.179586,33,5.720311641693115
1723053820.8246496,34,5.720311641693115
1723053833.455646,35,5.720311641693115
1723053846.1114302,36,5.720311641693115
1723053858.9116197,37,5.720311641693115
1723053871.6380587,38,5.720311641693115
1723053884.2552972,39,5.720311641693115
1723053896.8954046,40,5.720311641693115
1723053909.3082376,41,5.720311641693115
1723053934.3943396,43,5.720311641693115
1723053946.9273741,44,5.720311641693115
1723053959.64958,45,5.720311641693115
1723053972.229673,46,5.720311641693115
1723053985.0135021,47,5.720311641693115
1723053997.9895723,48,5.720311164855957
1723054010.5457504,49,5.720311164855957
1723054023.2446067,50,5.720311641693115
1723054035.817657,51,5.720311641693115
1723054048.4615207,52,5.720311641693115
1723054061.0883114,53,5.720311641693115
1723054073.5956,54,5.720311164855957
1723054086.2675946,55,5.720311164855957
1723054098.9224916,56,5.720311164855957
1723054124.4755106,58,5.720311164855957
1723054137.184944,59,5.720311164855957
